t,ωfl,ωfr,ωrl,ωrr
2.7,3.2210631893721104,3.6925958767986633,3.6925958767986673,3.221063189372113
2.8,3.275263120583759,3.7118777441537247,3.7118777441537585,3.275263120583763
2.9,3.322374726406824,3.73010807394936,3.7301080739493697,3.3223747264067978
3.0,3.362442223789591,3.747391541017067,3.7473915410170826,3.3624422237895826
3.1,3.395582683858796,3.7637661749530738,3.763766174953078,3.395582683858779
3.2,3.421978381473363,3.7792116275428773,3.77921162754289,3.4219783814733598
3.3,3.4418702231709415,3.7936584813705694,3.793658481370563,3.4418702231708234
3.4,3.455552196187927,3.8069979498547735,3.806997949854741,3.4555521961879294
3.5,3.4633667267700465,3.8190914691971423,3.819091469197137,3.4633667267700132
3.6,3.4657007935450634,3.8297798211699585,3.829779821169952,3.465700793545049
3.7,3.4629826066018046,3.8388915395276,3.838891539527626,3.4629826066018046
3.8,3.455678632482176,3.8462504387176053,3.846250438717572,3.455678632482155
3.9,3.4442907189552745,3.851682167380082,3.851682167380116,3.444290718955225
4.0,3.42935305189435,3.8550197384884686,3.855019738488458,3.4293530518943163
4.1,3.4114286605787365,3.8561080221711013,3.856108022171119,3.411428660578686
4.2,3.3911051786162596,3.8548071979092624,3.854807197909262,3.3911051786162534
4.3,3.3689895674616515,3.850995147766329,3.8509951477663136,3.368989567461607
4.4,3.345701521220863,3.844568743129162,3.8445687431292406,3.345701521220887
4.5,3.3218652985670247,3.8354439499349446,3.8354439499349255,3.3218652985669324
4.6,3.2980997725846595,3.8235546589770806,3.8235546589771117,3.2980997725846244
4.7,3.2750065519071,3.808850141633307,3.808850141633294,3.2750065519070817
4.8,3.25315610277894,3.7912910481420394,3.7912910481420496,3.2531561027789078
4.9,3.2330718860809013,3.7708439190652117,3.770843919065224,3.233071886080841
5.0,3.2152126109857204,3.7474742652254727,3.747474265225495,3.215212610985702
5.1,3.1999527940931407,3.7211383565193175,3.721138356519304,3.1999527940930763
5.2,3.1875618945545,3.691773913765609,3.6917739137655516,3.18756189455451
5.3,3.1781823629755106,3.659289907233558,3.6592899072335214,3.17818236297554
5.4,3.1718069821802284,3.6235556283853017,3.6235556283852035,3.17180698218017
5.5,3.1682558763015636,3.584389111094898,3.5843891110949193,3.168255876301583
5.6,3.167153505345197,3.5415448239680796,3.541544823968135,3.1671535053451385
5.7,3.167905830099324,3.4947003305928646,3.494700330592899,3.1679058300992877
5.8,3.169677615275923,3.4434413276850417,3.4434413276850244,3.1696776152759107
5.9,3.1713695331591136,3.3872441467799246,3.387244146779875,3.1713695331590572
6.0,3.1715943452008046,3.3254544830989072,3.3254544830989032,3.171594345200879
6.1,3.168651002339909,3.257260845595349,3.257260845595358,3.1686510023399275
6.2,3.160495063571735,3.1816610573374815,3.181661057337408,3.160495063571748
6.3,3.1447034501456312,3.09742011852925,3.0974201185291927,3.1447034501456015
6.4,3.118431299356469,3.003017898305611,3.003017898305624,3.118431299356462
6.5,3.0783586157333005,2.8965854401849693,2.8965854401849076,3.0783586157332588
6.6,3.0206245649315098,2.775829118766401,2.775829118766421,3.020624564931443
6.7,2.9407475903550573,2.637942434677472,2.6379424346774667,2.94074759035502
6.8,2.8795623277533866,2.5246411737557644,2.5246411737557484,2.879562327753381
6.9,2.8341283235868575,2.432950765349049,2.432950765349006,2.834128323586826
7.0,2.8019878045349604,2.3602623799074203,2.3602623799074123,2.8019878045349773
7.1,2.7810729250419914,2.3042868367240557,2.3042868367240064,2.7810729250419617
7.2,2.769630287607372,2.2630134004799105,2.263013400479919,2.769630287607392
7.3,2.766161188872388,2.2346734215059834,2.234673421505968,2.766161188872442
7.4,2.769375122097277,2.217708240577282,2.2177082405772683,2.769375122097293
7.5,2.778154037415509,2.2107409285677804,2.2107409285677826,2.778154037415547
7.6,2.791525077793456,2.212551509570234,2.2125515095702313,2.791525077793487
7.7,2.8086398236060774,2.222055362039325,2.2220553620393377,2.808639823606064
7.8,2.828758413333329,2.238284521561139,2.238284521561168,2.828758413333311
7.9,2.8512372232174847,2.260371627126818,2.2603716271267924,2.851237223217445
8.0,2.8755190681771117,2.2875362634545007,2.2875362634544776,2.8755190681771055
8.1,2.9011251255115034,2.3190734574826792,2.3190734574826397,2.9011251255114963
8.2,2.9276479831910174,2.354344090100604,2.354344090100605,2.927647983191013
8.3,2.954745379709159,2.3927669868649453,2.3927669868649373,2.9547453797091934
8.4,2.9821343368931643,2.433812455847714,2.433812455847715,2.98213433689319
8.5,3.0095854949631593,2.4769970483618553,2.476997048361844,3.0095854949631677
8.6,3.0369175439649263,2.5218793298202082,2.5218793298201785,3.0369175439649294
8.7,3.0639917106802663,2.5680564635464784,2.568056463546516,3.0639917106802566
8.8,3.0907063077027246,2.6151614294623964,2.6151614294624177,3.0907063077027472
8.9,3.1169913840115453,2.6628607213505,2.6628607213504836,3.116991384011533
9.0,3.14280353623152,2.7108523896874397,2.710852389687427,3.142803536231535
9.1,3.16812094892501,2.7588643206768833,2.7588643206768957,3.168120948924998
9.2,3.1929387328475523,2.8066526649656542,2.8066526649656294,3.192938732847506
9.3,3.217264624057985,2.854000350682557,2.8540003506825733,3.2172646240579397
9.4,3.2411150960535613,2.9007156341881393,2.9007156341881295,3.241115096053573
9.5,3.2645119233875093,2.9466306579536083,2.946630657953575,3.2645119233875
9.6,3.287479220094275,2.991599998018772,2.9915999980187604,3.2874792200942657
9.7,3.3100409609448143,3.0354991937118023,3.0354991937117877,3.310040960944828
9.8,3.332218979100288,3.0782232599012302,3.0782232599012067,3.332218979100312
9.9,3.3540314209116824,3.119685187335259,3.119685187335253,3.3540314209116864
10.0,3.375491627842906,3.1598144400504258,3.1598144400504333,3.3754916278428695
10.1,3.39660740713594,3.1985554607293034,3.198555460729303,3.3966074071359382
10.2,3.4173806468831516,3.235866195661648,3.23586619566165,3.4173806468831733
10.3,3.4378072275869274,3.2717166509365163,3.2717166509365225,3.437807227586924
10.4,3.457877180880975,3.3060874909252997,3.3060874909253033,3.4578771808809705
10.5,3.4775750465407693,3.3389686891758594,3.3389686891758914,3.4775750465407858
10.6,3.496880380978856,3.3703582407432338,3.370358240743222,3.496880380978851
10.7,3.5157683736955803,3.400260943728366,3.4002609437283664,3.51576837369557
10.8,3.5342105323675086,3.4286872565598645,3.428687256559875,3.5342105323675015
10.9,3.5521754020409095,3.4556522362387754,3.455652236238767,3.5521754020408998
11.0,3.5696292890355923,3.4811745614916916,3.4811745614916894,3.5696292890356043
11.1,3.586536965354525,3.5052756434900774,3.505275643490069,3.586536965354513
11.2,3.6028623345064053,3.5279788254915356,3.527978825491525,3.6028623345063857
11.3,3.6185690444730785,3.5493086714797224,3.5493086714797277,3.6185690444730696
11.4,3.633621038000434,3.5692903426158455,3.5692903426158917,3.6336210380004244
11.5,3.647983034393455,3.587949059082939,3.5879490590829426,3.647983034393451
11.6,3.6616209404609386,3.605309643756602,3.6053096437565983,3.661620940460854
11.7,3.674502191187234,3.621396143084766,3.621396143084784,3.6745021911872344
11.8,3.686596023082089,3.636231519649317,3.636231519649279,3.686596023082083
11.9,3.697873684985484,3.6498374101368407,3.6498374101368376,3.697873684985491
12.0,3.7083085924118664,3.6622339418750864,3.662233941875097,3.708308592411876
12.1,3.7178764323556788,3.6734396007473014,3.673439600747292,3.7178764323556996
12.2,3.7265552259019836,3.683471143131049,3.683471143131039,3.7265552259019823
12.3,3.734325356050547,3.692343544592896,3.6923435445928856,3.7343253560505794
12.4,3.7411695679616686,3.700069978323841,3.700069978323885,3.741169567961615
12.5,3.7470729483668506,3.7066618167494703,3.70666181674946,3.7470729483668634
12.6,3.7520228902885266,3.712128650330791,3.7121286503307784,3.752022890288514
12.7,3.7560090484463835,3.7164783182613474,3.716478318261381,3.756009048446329
12.8,3.7590232899044143,3.7197169465114057,3.7197169465114497,3.75902328990442
12.9,3.7610596436470978,3.7218489894489495,3.7218489894489384,3.761059643647064
13.0,3.7621142519183493,3.722877272075104,3.722877272075118,3.762114251918336
13.1,3.7621853253227395,3.7228030306955806,3.7228030306956055,3.7621853253227555
13.2,3.7612731028945072,3.721625950648375,3.7216259506483667,3.7612731028945343
